id,x,y,z,vx,vy,vz,mass
0,-0.5158813798048302,-0.1610622864066735,0.2951998757927118,0.26110473762573017,-0.38770024867099767,-0.4038442365218573,0.001
1,-0.17437003184179706,1.953042625433374,0.5758552355313611,0.2426696826843749,-0.31626815228364463,-0.1876858814384421,0.001
2,-3.4088441879366367,-5.48004928193509,2.4557833711630086,-0.22129323595635808,0.1310879622598022,0.2559426886460701,0.001
3,0.10275188752004892,-0.15836294963951147,0.6907117737303919,-0.03977246286337243,-0.8941937424546034,0.1830316428743199,0.001
4,-0.8234295142452039,0.05106789165114065,-0.9075965776473821,0.2847645137332476,0.6050340719204332,0.10723283335042856,0.001
5,-0.4005077188804529,-1.0198937405849666,1.132047233860791,-0.40079966110427184,0.11487011241064067,-0.33877195905099006,0.001
6,0.39340621847688545,-1.7771414542424395,-0.03206126462817108,-0.17232409993659795,0.34423547385086367,0.14018460772096938,0.001
7,-0.4217383493867756,-0.7978408781298697,-0.21833256265017958,0.003172853814224272,0.7790633366772272,-0.015719325708032358,0.001
8,2.0261331393682287,-0.22976387263216888,-0.5558755708768521,0.06194940773540361,0.30008137617497693,0.010575281643254544,0.001
9,0.1509727814974336,0.46696389141649464,0.1389074525409057,0.04159309566507603,-0.055797529508104474,0.14114614274354115,0.001
10,-0.08364738289585648,0.43792327263939645,-0.07044816270377148,-0.35234792288270883,0.3665687331653132,0.2262722103884239,0.001
11,-0.7811776422864168,0.8929929506920246,-0.057677506236627825,-0.1398577328287868,0.4528384511260315,-0.10034976433474511,0.001
12,-0.039118310209738084,-0.525669491891644,-0.15924579104584677,0.12188722389053688,-0.07853529470787324,-0.027006631451734812,0.001
13,1.108224384461832,0.22695898913181844,-0.6939780378814542,-0.14345349297077123,-0.3693325340581461,-0.35968435967357226,0.001
14,-0.7116749473154389,-0.3966548732556556,-0.3944190136078193,-0.5425927483187214,-0.10406703075695617,0.06774011924658213,0.001
15,0.42037576685823463,0.6378760944676778,-1.6107706146943475,0.2666348328710773,0.31152098995808863,0.34930893197754753,0.001
16,-1.7732795727792592,0.9782639192800251,-1.6255502637077297,-0.11799051440563071,-0.2733250040040416,0.010917070706638601,0.001
17,-0.33344298284132623,0.48907479143706306,-1.0160421154525958,0.34205374115566495,0.22053437208782714,-0.11970757995799546,0.001
18,0.36993522691719194,0.9729294415529874,-0.41552581829087276,0.3715937333040174,0.13185991708392844,-0.2929491956525062,0.001
19,-1.7835670483241746,0.6970975050667111,-0.8535400732823842,-0.2826827463337405,-0.10518491592534324,0.035699012576097096,0.001
20,2.239696153930974,-1.4856531795104018,-0.24277394042537787,-0.09881850349660833,-0.1913608199641206,-0.14313518936249436,0.001
21,0.4387230117514511,0.8604236356793094,-0.7911319254451421,0.25639755598993325,0.39645970085605514,-0.37775993546659015,0.001
22,0.9584236624153206,-0.24075862867981795,-0.24601804186311793,-0.09675698753881555,0.17352541092027787,0.07570108831802246,0.001
23,-0.9421145911935458,-0.4741600619253726,-0.2169287287372364,-0.4250812843934176,0.3066520554529299,0.561474650571556,0.001
24,0.40919711340965104,-1.210205243917336,-0.7878560775755727,0.2995660335916383,-0.19096059982946803,-0.21523839297131792,0.001
25,0.38633931069989474,1.0872268113668233,0.8635207457123115,-0.03105801747202043,-0.2918598726639579,-0.5221779175334129,0.001
26,-0.06512892092552994,-0.2930140363314172,0.016233930066251793,-0.012360640315674748,0.1568831865957301,0.19584085971972973,0.001
27,1.5365302148789417,-0.41578251090334384,-2.533211156471422,0.1253600633256836,-0.07586335025113479,0.08339157336545923,0.001
28,1.625194811146495,-0.0032714745807034293,0.2687913733132261,-0.30396875265786893,-0.2519565292087324,0.25054954139451563,0.001
29,1.0857597762664661,0.8952840262185519,-0.20815202719428325,-0.2688323426084106,-0.5664283670346792,-0.04116140939836987,0.001
30,0.20424781113603888,0.5828667293847142,1.0571815693785591,-0.2777499602476618,0.25037919871157505,0.0427900908926116,0.001
31,-0.10097571028423127,0.6841084844009093,-0.05603256351964766,0.4555106425327152,-0.10316035921563167,0.161020616995463,0.001
32,-0.014777505978064098,-0.6951620494042349,-0.08410657515662809,0.3380455764456598,0.7901942248236358,0.44499341874886533,0.001
33,1.599689146460109,-0.946665695912048,-1.0628497793473421,-0.4691027948606171,0.04926192286408095,-0.11396653772944892,0.001
34,0.02105980876826551,-0.284478473969479,0.5358724866791253,0.12110798172472655,0.5897693460531942,0.03814096974347167,0.001
35,0.1840530002785986,0.8509766339158203,-1.7307502885779482,-0.11163954992920194,0.3029081061966444,0.23901391205531491,0.001
36,0.4144543432058961,-0.3884995116742268,-1.4750078005721214,0.08011244321923132,0.04917329026317881,0.4857091642215908,0.001
37,0.7836354207245653,0.2524451480096102,-0.15357501223731496,-0.43310249787395205,-0.07083059660607881,-0.36104703218348544,0.001
38,0.25334868067459615,0.03249938340437635,0.26480947580875014,-0.4292883551763921,0.08463274094355969,0.16833446811957004,0.001
39,-0.11926585333370614,0.8618227588671071,0.0988272604850155,-0.6261567446533323,0.3940031612246824,0.36842678045583244,0.001
40,-1.5622439565689747,-0.7991891029228866,0.8912652605703649,0.342644999861404,0.32979192719494244,-0.36234047906373584,0.001
41,-0.6715550741774574,0.8967172218270028,-0.11595685308977449,0.06148383225789722,-0.40106411350413496,0.2303482805776132,0.001
42,0.09814053863385488,0.6594111473028827,-0.7511833695934195,0.04943268087037896,-0.3512160763714548,0.27032793729378596,0.001
43,-0.004873583649271092,-1.213005812734648,0.2844197080643537,0.51974728612318,-0.39895757661444947,0.09505724852514577,0.001
44,0.0746126470411911,1.5884113088920104,-0.471257318780189,-0.046488970339314865,0.36731127460801594,0.1358081300170596,0.001
45,-1.089339802088795,0.7989829221170972,0.3899055398158068,0.05084909118720131,-0.22432783015984756,-0.2620869832951727,0.001
46,0.33314290467876584,-1.4136710574120241,1.618070129196599,-0.31511599296663695,0.2556302922795447,0.2505300826431118,0.001
47,0.06148555086341707,0.43801006718960667,1.4792242669399003,-0.4804928387036675,-0.4612690988940337,-0.043492096633932845,0.001
48,0.01830854949199193,0.7126269082875443,0.4680360942859579,-0.39377501130595216,-0.07868358478078898,-0.1636140392359952,0.001
49,-1.0242498110431335,0.7182499556454941,-0.43743641843446524,-0.16835142203500772,0.046028528002949314,0.42002929950390505,0.001
50,2.4198085360621415,0.34260106956932806,1.3569431582478386,0.2133782921874696,-0.18623002065386393,0.08749704154159861,0.001
51,-0.7728545053828586,0.03233834929661895,0.09290198659125391,0.23855755369203116,-0.3558221055204288,-0.46236713465119506,0.001
52,0.862130873775596,1.0555019527064535,-1.7179435135506798,-0.14546227674143336,-0.06535614073544194,-0.4636601737697836,0.001
53,0.2651955361979423,0.6195733613350061,0.8313843121483225,0.3217203640241031,-0.30103502692049255,0.2289177561877494,0.001
54,-0.13361994619305403,-0.14223652556230304,0.15831300753277963,0.2530039195853069,0.028945254790829076,-0.450614429330844,0.001
55,-1.760039546033217,1.1412262063304919,-0.5210080475324068,-0.2194283755658416,-0.3077604265585092,-0.03515479517539657,0.001
56,-3.6699885076464036,-7.937636916117439,1.2144314304789212,-0.03557621662383925,-0.14274586686101007,-0.2800060132965784,0.001
57,-0.7813063992721191,0.9263657101260498,0.4116847177219683,0.24414535212695512,0.16895386673986992,0.2915862737210015,0.001
58,0.24881241907663418,-1.2010722282137276,0.06215062202883213,0.4304041348382765,-0.2363357809752383,0.45154002991849645,0.001
59,0.4041956320749146,0.069876038561514,0.57990225968601,0.18792246060226916,-0.3365335169690647,0.5575225881876784,0.001
60,1.327212517913279,-0.32535639147306716,-0.7973357877445155,-0.07785181442904682,0.39051341726101807,-0.03834735827736495,0.001
61,0.07402029765885358,-0.02159389011517234,0.3732360419962064,0.08698272264392173,-0.35412549970116075,0.3426401367090645,0.001
62,-1.6534792562443363,0.07467257310484499,1.858490035705223,0.07985355217286771,-0.2072086579710783,0.15744642322456404,0.001
63,-2.252363656434718,-0.788333769229345,-2.0809072816159175,0.25595354553450567,0.37670329634459226,0.04729133504041017,0.001
64,-0.17736865732698442,-0.08291590290854604,-0.6720211528709764,0.7185170398692523,0.16952284171387264,0.13568960512128075,0.001
65,0.10705446735374503,-2.147236414344715,-0.5536124698309772,-0.18834208718636536,-0.3171239882407577,-0.2283211008321364,0.001
66,-1.983308763494467,-6.294532533375506,-5.055166057893168,0.1275392285280514,0.04322857652980825,0.17146500103125936,0.001
67,0.26186648862929335,1.2584609086962604,-0.48430159288210567,-0.18746896315790218,-0.025452606228239028,0.6093260350294187,0.001
68,0.39321327109185944,-1.5005535786207582,-1.4614659347421024,-0.1322210122366911,-0.39110232117394006,-0.205785845704982,0.001
69,0.15227675977184715,0.6153082377515846,0.36721898021849797,-0.26162907804540114,0.28202319348403637,-0.17201347227142558,0.001
70,-0.7434128688456343,-0.3943039240531343,-0.11058397964573606,0.24729420558159818,-0.14411020419150372,0.37971517682107203,0.001
71,0.023199366545659784,-0.8116075294391839,-0.14223483245697086,0.4250829919279995,0.5114366415908739,0.285674315192203,0.001
72,-0.47981176188166985,-0.16184260634729175,1.1116606549816357,-0.7120831972342673,-0.31485461863818603,-0.21176201252882057,0.001
73,0.38813708330961877,0.016316301845511177,-0.9302014171100548,-0.0751432201753617,-0.02622962152486377,-0.16585111869443828,0.001
74,0.030321748946536064,0.008253160608807377,-0.2004568638441851,0.06467302916173913,-0.08177497224993353,0.628940737932234,0.001
75,-0.8088725301089865,-0.06313766513313791,-0.6317879456687667,0.05752895612181671,0.43845630234660116,-0.01841856070045185,0.001
76,0.6766948036557947,-0.9939557221337153,0.13127207015518255,-0.20471666066592017,-0.23257553923713664,-0.5211990456567042,0.001
77,-0.292838862679477,-2.4013572375207834,0.7570268401287846,-0.01945513441718735,0.014283624660375685,-0.09664272287043138,0.001
78,0.9948389332750556,1.335977803021679,-2.2321127297449705,0.37165165876572315,0.455616366308798,-0.39509178685738144,0.001
79,-0.06700371626014545,0.015426235735046041,0.6726626589006895,0.20377386806820766,0.10385815821491579,-0.4702235406675068,0.001
80,0.1383693498991097,0.4103103329568727,-0.35222952060870416,0.1953094916501382,-0.39933195728524146,-0.39557146445790453,0.001
81,0.8144810809541397,0.43910541523747126,-0.20672010842691163,-0.13787887914490124,0.10675862114770128,-0.30054237516468585,0.001
82,-0.6200717686703703,-1.78674131764092,0.20099468165249845,-0.19647018011976533,-0.1759806112577245,-0.4609273865993506,0.001
83,1.668097878357872,-0.1488068435360229,-4.023451620192127,0.24630784817402376,-0.12871808007615906,0.1015804338601172,0.001
84,-12.67191286739302,7.638861296459408,-16.819914246364625,-0.055079444976527225,-0.026289102017157954,-0.028399755775602175,0.001
85,0.2933418448687135,0.0016235350507031662,-0.755152268857901,-0.15340850361483624,0.20684107378574412,0.5543272824596437,0.001
86,0.8177403550382383,-0.8105153097563512,-0.013124051432971748,-0.05164744128246386,-0.1694063659481357,-0.19247957993425324,0.001
87,0.0670019652854361,0.028055832515857124,0.6393302022945567,-0.5507516516171257,-0.141017999506351,0.5439198762131482,0.001
88,0.8678089668699988,-0.4690984490044202,-0.39225118102448603,-0.32562439187128145,-0.5742574732853073,-0.0533256804205126,0.001
89,0.176931818736788,-1.0247756781727817,-1.4743866230851588,0.015465650585364497,-0.2683202291981751,-0.06272021032337806,0.001
90,0.9211401093051143,-0.448969370679873,0.33828259200704636,0.09431388371006014,-0.20633141064960875,0.00483859121320586,0.001
91,0.6085898676313343,2.1877116550423423,-0.8486004512862464,-0.15379638128360731,0.21430794464905334,-0.2123403341058666,0.001
92,-0.21104949996738157,0.4011875382753073,0.3477586651529014,-0.21712219407141525,0.49168617490336924,0.5471490169032416,0.001
93,0.743206311187236,-1.458028668230288,-0.8204747729112395,-0.12103764746604154,0.07488148820808709,-0.6062530159822556,0.001
94,-0.4277395134398868,0.3998372610413179,0.9315728738180341,-0.5401200954221294,0.32743251926390515,0.04979741788248717,0.001
95,-3.0574550193753507,2.716752989511299,-4.5849391571705125,0.3817273847749862,-0.06893196740202906,0.17180428260099126,0.001
